,url,tel,mail
274,https://fregat55.ru,"('3812515223',)",
275,https://frgsrb.ru,"('73472166001', '73472167001')",main@frgsrb.ru
276,https://fsk.ru,"('71462106931', '72320138208', '72324961697', '72326013430', '72329541207', '72360404178', '72415731020', '72815867459', '74951064607', '74959958880', '75251044587', '76418886152', '76470950712', '76508986949', '78252086609', '79273551249', '80584163013', '81452040591', '81605561269', '81712628415', '82201365122', '82262962261', '83044637798', '83061251499', '83457875328', '83581009015', '84708170964', '85062037227', '85081578452', '87532593504')",info@anlider.info
277,https://g-les.ru,"('74955131103', '84955131103')",info@zemlimo.ru
278,https://gefestholding.ru,"('4991101',)",vopros@gefestholding.ru
279,https://gelfort.ru,"('89020096805', '89283334060')",
280,https://genexpert-dx.ru,"('74951284938',)",genexpert-dx@mail.ru
281,https://geo-rus.spb.ru,"('78129125626', '81642703402', '81770247605', '89999771118')",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com
282,https://geocadastr.com,"('79782183899',)",
283,https://geoplast2007.ru,,
284,https://geoprofi-moscow.ru,"('74957455262', '79017238148', '79017238189')",geoprofi-moscow@mail.ru
285,https://georeestr36.ru,"('74732070508',)",georeestr2015@ya.ru
286,https://geosphera59.ru,"('80979537459', '89048446288')",89048446288@bk.ru
287,https://geostate.ru,"('71428571428', '84993912045', '85714285714', '89162034467')",info@geostate.ru
288,https://gerongeo.ru,,
289,https://giltrust.ru,"('89184308568',)",
290,https://gk-asp.ru,"('71336187654', '71372401820', '71372409915', '78124480552', '78129527477', '79219527477', '79319984807', '80081976683', '84078423963', '84078448475')",gk-asp.ru@yandex.ru
291,https://gk-eurostroy.ru,"('8553447777',)",sale@gk-eurostroy.ru
292,https://gk-evrostil.ru,"('8552515541', '8552515571', '8552753774', '8552923131')",
293,https://gk-mic.ru,"('74951520428', '74951852483', '74953244712', '74957950404', '74959377655')",
294,https://gk-osnova.ru,,
295,https://gk-stroygrad.ru,,
296,https://gkkarier.ru,"('3822573573', '3822910091')",sever@gkkarier.ru
297,https://gkserdce.ru,"('70000000002', '70000000003', '70000000004', '70000000005', '79189002222')",gkserdce@yandex.ru
298,https://gkskat.ru,"('8212400333',)",sales@gkskat.ru
299,https://gkufa.ru,"('73033707865', '73472250078', '73472250084', '73472250170', '74243733794', '75540190146', '79999999999', '81363879402', '82886776145', '85714285714', '87720704531', '88159031979')",info@gkufa.ru
300,https://gkusi.ru,"('79610821166', '79610823232')",
301,https://gkvlgstroy.ru,"('0142023', '4425358', '4426015')",info@bs34.ru
302,https://gladston.ru,,
303,https://glavkomspb.ru,"('88301416268',)",
304,https://globalstroy.city,"('88005500565',)",88005500565@mail.ru
305,https://glorax.com,"('70030545014', '70874742622', '74951503550', '75218280937', '76886727918', '77168364909', '78126034343', '78312170030', '83365239556', '83372518509', '83810368435', '84099294424', '86644317064', '88815650503', '89338109144')",info@glorax.com
306,https://gogol29.ru,"('70244170179', '70245940590', '79022851531', '82936949390')",
307,https://goldkeynn.ru,"('70047104646', '78312163338', '78314131284', '78314139761', '78314139763', '79040673015', '79065783233', '79087332163', '79200630294', '79202539733', '79202539761', '79202539763', '79506262249', '88312128089', '88312163337', '88312163338', '88312813848', '88314131284', '88314139761', '88314139763', '88808903764', '89107928460', '89202535522', '89202539761', '89506276123')",bossgoldkey@mail.ru
308,https://goldre.ru,"('79780752195', '79787100319')",ab@goldre.ru
309,https://golos.click,"('79999999999', '83301623313', '84739651934')",Rating@Mail.ru
310,https://gorizont-park.ru,"('3952963509',)",info@gorizont-park.ru
311,https://gorizontdom.ru,"('4232733',)",
312,https://gov.spb.ru,"('0102025', '5764111')",Rating@Mail.ru
313,https://gpnti.ru,"('81004202000', '81090000000', '88312746733')",
314,https://grad1.ru,"('74732602200',)",info@grad1.ru
315,https://gradholding.ru,"('78462110818', '87315183424', '88462429905', '88462429911', '88462429977', '89277555679')",dogovor@gradholding.ru
316,https://granat.land,"('78887493295', '79219644800', '79304785341', '79307059004', '79307325866', '79947644757', '79947688340', '79947976463', '79948036429', '79948041692', '79948059746', '79948081073', '79948087155', '79948092189', '79948100272', '79948109530', '79948180552', '79986334946', '80544713604', '80544718695', '80544724099', '80544728811', '80544733538', '80544884172')",k.s@granat.land
317,https://grand-mo.ru,"('74962556699',)",
318,https://grandstroy38.ru,"('3952258708', '3952551515')",info@gs38.ru
319,https://granelle.ru,"('70674427092', '71482146439', '71709129444', '72810533265', '74951511240', '74952664660', '74952818181', '78252651472', '80577896778', '84954325383', '84958909020', '85100566460', '88335970030', '88902557727', '89030200000', '89556470130')",
320,https://granovit.ru,"('73832031111',)",ok@granovit.ru
321,https://grant-dom.ru,"('4722416075',)",mail@grant-dom.ru
322,https://gravitacia-mfk.ru,"('0201021', '0221214', '9601200')",info@gravitacia-mfk.ru
323,https://grazhdanstroy.ru,"('4812555555',)",
324,https://green-garden.ru,"('4912777777',)",office@green-garden.ru
325,https://green-palace.com,"('4242241001',)",info@green-palace.com
326,https://greenbox24.ru,"('70719378076', '70799846588', '70800055384', '70816690833', '71419975559', '71689499643', '71691533899', '71691541129', '73640405127', '73640411478', '73643276946', '74366194355', '74956828282', '76548297008', '76667378480', '79015090292', '79015106706', '79262272730', '80311450725', '82752965923', '83393504920', '83393595093')",
327,https://greencity39.ru,"('4012430039',)",Rating@Mail.ru
328,https://greenga.ru,"('74954191309',)",land@greenga.ru
329,https://greenplanet65.ru,"('4242516601',)",
330,https://greentown-development.ru,"('74951320242',)",
331,https://greenwoodclub.ru,"('77233812489', '79999999999')",
332,https://grinvita.ru,"('79601200707',)",otdelprodazh@mfk-vita.ru
333,https://group-akvilon.ru,"('70798779797', '72951033472', '74954889595', '75156354316', '78000805720', '78006145403', '78123411111', '78124458663', '78126799572', '78182603214', '78182604028', '79969788812', '85862970280', '88123411111', '89438854280')",salesspb@group-akvilon.ru
334,https://growup-coworking.ru,"('78124907082',)",info@growup-coworking.ru
335,https://gruzinka30.ru,"('74952000069',)",sales@gruzinka30.ru
336,https://gsinv.ru,"('4862721412',)",mail@gsinv.ru
337,https://gsk-alania.ru,,
338,https://gu8.ru,,
339,https://gudimov-nsk.ru,"('70281070029', '81040000000')",2174422@mail.ru
340,https://gunai.ru,"('0230416',)",Rating@Mail.ru
341,https://gupcti.ru,"('78462763025', '78462763035', '79999999999')",info@gupcti.ru
342,https://hals-development.ru,"('70033218194', '72402853592', '73442006898', '73618406898', '73702439810', '74561333582', '74950238515', '74951049134', '74957255555', '79852247504', '79977056894', '84957255555', '85831083343', '87823994750', '89095399619')",Tsygankov.D@hals-development.ru
343,https://harmonypark.ru,"('74959884426',)",
344,https://hillsidespb.ru,"('71809838809', '78127110013', '80351330215', '80620668966')",
345,https://ho4udom.com,"('4932490888',)",Rating@Mail.ru
346,https://holding78.com,"('76293399999', '78126077778', '79214299636', '81609999997', '82421673506', '82936900000', '86509999998', '88126077778')",rent@holding78.com
347,https://homekmv.ru,"('88003504760', '89283059000', '89283069516', '89283190606', '89283269245', '89283506682', '89283541728', '89283542495', '89283542621', '89283543350', '89283543849', '89283548352', '89283548359', '89283630448', '89286580027', '89288187753', '89383025762', '89620115171', '89888615778', '89966315610')",
348,https://homestroy21.ru,"('8352377277',)",
349,https://homeway.su,"('74994818888', '79057499922', '89178007733', '89853644412')",inbox@homeway.su
350,https://ibogatyr.ru,"('70281016200', '78432252500', '78432392828')",
351,https://idillia-nsk.ru,"('73832395594', '73832488883')",info@idillia-nsk.ru
352,https://ikarslantsy.narod.ru,"('85023612921', '89119680649', '89219065321')",ikarslantsy@narod.ru
353,https://ikfeniks.ru,"('4932700157', '4932700164')",ikfeniks@mail.ru
354,https://im-hotel.ru,,
355,https://imperialgorod.ru,"('78005050300', '88003508591', '88005050300', '88612040101')",info@tochno.life
356,https://imperskij-dom.gethome.ru,"('74074074074', '74138904574', '74951200756', '75834292289', '76719576719', '80423280423', '85614849186', '88321732405', '88888888888', '89189189189', '89452332657')",site@gethome.ru
357,https://in70.org,"('3822340440',)",340440@in70.org
358,https://incom.ru,"('74953631010',)",
359,https://ingrad.ru,,
360,https://inkad.spb.ru,"('89110323758',)",inventkadastr@mail.ru
361,https://inkomrielt.ru,"('74955080361',)",inkomrielt@mail.ru
362,https://innolovo.severnaya-dol.ru,"('79991112222', '81485596517', '88124072536')",example@site.com
363,https://innovatsii-lts.clients.site,"('73330433037', '73565376139', '79771631516', '83136343237', '83945393138')",
364,https://instep36.ru,"('74732100045',)",Rating@Mail.ru
365,https://instroj.ru,"('78274902430',)",
366,https://inteco.ru,"('74951250257', '74951511772', '74953247211')",info@sminex.com
367,https://internet.ru,,i.turgenev@internet.ru
368,https://interstroi.com.ru,,
369,https://inv-s.ru,"('88007750292',)",site@inv-s.ru
370,https://invest-n.ru,"('74951168888', '74994604289', '74994604326', '79624381531', '82420704923', '85884535742', '87154023912', '89839116542')",
371,https://investr21.ru,"('79276672880',)",info@investr21.ru
372,https://investtorg.ru,"('78123294437', '78126700735', '78127777735')",Rating@Mail.ru
373,https://iskra-snt.ru,"('71734577818',)",
374,https://itaka.ru,"('72358180862', '72447371343', '73438356593', '74933257607', '75526071316', '75879865673', '76105360885', '78123429595', '78127407040', '78206945685', '79052151214', '79118827648', '79119392621', '79210952645', '79214329160', '79217656231', '79217757040', '79218636012', '79218819014', '79219030059', '79219167040', '79219407380', '79219407983', '79219598500', '79219654125', '79310002338', '79310003682', '79313527774', '79737771581', '79819710707', '79992399317', '80243719686', '80358052239', '80776695925', '80812215899', '81097949955', '82055422919', '82089931241', '82887695067', '86180844723', '88003339800', '88123255889', '88123279800', '88124227470', '88125165959', '88127407040', '89052151214', '89110050000', '89111489065', '89112572212', '89112822891', '89119463870', '89119531127', '89211140470', '89213112686', '89214329160', '89215703327', '89215894109', '89216496322', '89217719464', '89218819014', '89219030059', '89219039704', '89219167040', '89219337198', '89219407983', '89219531490', '89310002338', '89310003682', '89312732707', '89523792009', '89532456248', '89633018889', '89650882688', '89819710707', '89819784235')",MartbyanovaLV@itaka.ru
375,https://ivdom37.ru,"('4932490888',)",
376,https://jilfond.ru,"('0220416', '0230116', '0230316', '0230516', '0230716', '0240416', '2010001', '9972023')",
377,https://jk-gagarina.ru,"('84012384411',)",info@jk-gagarina.ru
378,https://jk-pixel.ru,"('78122235098',)",info@neckholding.ru
379,https://jurmala-gk.ru,"('73432885735',)",bes1@palniks.ru
380,https://k19b.ru,"('78314216736', '88314216736')",arenda@k19b.ru
381,https://k21vek.com,,esirotin@mail.ru
382,https://kadastr18.ru,"('0190218',)",kadastr.18@mail.ru
383,https://kadastr22.ru,"('3852553123',)",kadastr.n@mail.ru
384,https://kadrab.ru,"('79162350563', '79268220619', '89162350563', '89268220619')",info@kadrab.ru
385,https://kalachevo-uchastok.ru,"('79206738001',)",
386,https://kalibr.tech,"('74957300919', '74957300929', '74957300959')",renta@kalibroao.ru
387,https://kamerton.vrndk.ru,"('74732029047', '74732546562', '88007004736')",
388,https://kameyansk.ru,"('73833754756', '76036595765', '76557174963')",
389,https://kapital62.ru,"('4912901585',)",Rating@Mail.ru
390,https://kapitalptz.ru,"('0189197',)",kapitalptz@gmail.com
391,https://kapitel.group,"('3452611730',)",
392,https://karkasmonolit.ru,"('78312013201',)",info@karkasmonolit.ru
393,https://kashtanovaya-rosha.ru,"('74951042692', '74953239510')",info@gk-mic.ru
394,https://kaskad-avtozavod.ru,"('78312601500',)",
395,https://kaskad-n.ru,"('74952225858',)",
396,https://kaskad-park.ru,"('74952225858',)",
397,https://kaskad56.ru,"('3532974035',)",OPK_2007@mail.ru
398,https://kazan.an-rakurs.ru,"('78432392668', '79033886268', '79047651212', '79061177979', '79063291284', '79178851262', '79179363993', '79196228010', '79253708025', '79270303095', '79274044642', '79503186723', '79625659977', '83341693878')",
399,https://kc-bti.ru,"('79511990774', '79634811371')",cadastr_centr@mail.ru
400,https://kdn-group.com,"('0102011',)",impallari@gmail.com
401,https://kfk1.ru,"('4942641111',)",
402,https://kgsn.su,,
403,https://kgstroy.ru,"('3842311046',)",sale@kgstroy.ru
404,https://kh.brusnika.ru,"('73432891260',)",
405,https://kirovssk.ru,,
406,https://klaruspark.ru,"('3852556666',)",
407,https://klgd.ru,"('4012311031',)",cityhall@klgd.ru
408,https://kluchik-vologda.ru,"('8172759995',)",NButorina@kluchik-vologda.ru
409,https://km-residence.ru,"('71749664186', '72778855484', '72912965935', '74287532878', '74500833671', '75393790926', '75487886589', '75616632622', '76429690885', '79306945088', '79393193559', '81679166776', '88314222700', '89979160059')",real@karkasmonolit.ru
410,https://kn-ozero.ru,"('74951047015', '74951169607', '74952232377', '74959686675', '74983197272', '74983197700', '74983197910', '74983197920', '74991102575', '77988127894', '79660901188', '79779556490', '79853177272', '89779556490')",info@tc-dvor.ru
411,https://kodex.su,"('2340202',)",
412,https://komfortskf.ru,,
413,https://komos-stroy.ru,"('73412331026',)",
414,https://komosstroy.ru,"('73412331026',)",
415,https://kompleks-andersen.ru,,
416,https://komplekt32.ru,"('4832637335',)",oao-komplekt@yandex.ru
417,https://komyagino2.ru,"('79258055441',)",
418,https://korkino.armada.land,"('78126151125', '79991112222', '81485596517')",example@site.com
419,https://kostroma.rbnpro.ru,"('4942302080',)",prom.kst@rbnpro.ru
420,https://kotovo-cottage77.ru,"('79647052030',)",
421,https://kp-green.ru,"('9180234',)",
422,https://kp-ivolga.ru,"('79038007722',)",ivolga.kp@gmail.com
423,https://kp-mirniy.ru,"('74950180801',)",info@kp-mirniy.ru
424,https://kp-pushkino.ru,"('3812636308',)",
425,https://kpdufa.ru,"('73472935393',)",
426,https://kpgreenwood.ru,"('74951274320', '79139396340')",greenwood@zemlyamo.ru
427,https://kpmalinki.nethouse.ru,"('88129854007',)",
428,https://krasnodar.jilfond.ru,"('3822224522',)",
429,https://krasnodar.ru,,portal@krasnodar.ru
430,https://krasnogorskiy.ndv.ru,"('74959884422', '88002004402', '89231542987')",
431,https://krasnovidovo-2.ru,"('79772948797',)",info@krasnovidovo-2.ru
432,https://krasnoyarsk.n1.ru,"('71372561732', '73896444514', '74338379629', '74661110249', '76771778041', '78002349920', '78408447353', '78926269821', '80692441605', '82272016403', '82774318211', '83912529953', '83913408731', '85367015211', '85425616201', '85659820265', '87187835663')",m.gesal@office.ngs.ru
433,https://kraszem.ru,"('74957252603', '74959692929', '76027318149', '76460961150')",info@kraszem.ru
434,https://krd-pereplanirovka.ru,"('88612444010', '89182565610', '89882404056')",2565610@mail.ru
435,https://krimpravo.ru,"('79787759422', '82370758056')",krimpravo@inbox.ru
436,https://kristinastroy.ru,"('78632185255', '78632538510', '78632693508', '79298022985')",info@kristinastroy.ru
437,https://krylov.sinara-development.ru,"('73432293405', '78442604487', '81446787374')",development@sinara-group.com
438,https://krym-dachi.ru,,
439,https://krym-nash-dom.ru,,
440,https://kubbti.ru,"('79882417077', '88619910505')",
441,https://kudesnik59.ru,"('73422304561',)",ural.invest@mail.ru
442,https://kurgan.brusnika.ru,"('3522225416',)",
443,https://kutuzovo.club,"('79165050963', '79999999999', '84994002424', '89165050963')",welcomehome@kutuzovo.club
444,https://kvadratspb.ru,"('71881553612', '77185869216', '78123184052')",info@kvadratspb.ru
445,https://kvantsasovo.ru,"('4912274727', '4912284272')",
446,https://kvartal-uyut.ru,,
447,https://kvartal.center,"('78166039400', '79211954412', '79219990400', '88166031150')",
448,https://kvartal23.ru,"('78612032055', '78612996391', '88005550926')",demurin.pavel@yandex.ru
449,https://kvartal3313.ru,"('79680331331',)",info@kvartal3313.ru
450,https://kvartal74.ru,,
451,https://kvartal86.ru,"('3467388633', '3467930555')",kvartal860@yandex.ru
452,https://kvartira-v-zheleznodorozhnom.ru,"('84955800129', '89269582034')",privetmarina@mail.ru
453,https://kvartiraprosto.ru,"('89633199898',)",info@kvartiraprosto.ru
454,https://kvsspb.ru,"('75397492317', '82021032023', '84313022023', '85002307430', '85522244938', '88126455555', '89198449767')",sales@kvsspb.ru
455,https://kyzyl.jilfond.ru,"('0220416', '0230116', '0230316', '0230516', '0230716', '0240416', '4227747', '9972023')",
456,https://kzsm-dom.ru,"('4842555540',)",kzsm69@gmail.com
457,https://l-invest.ru,"('76325208566', '78002349988', '84954772356', '85203987636')",Rating@Mail.ru
458,https://l1-stroy.ru,"('88005050535', '88123053355')",
459,https://lake-house.ru,"('74952280010', '82987549062')",Rating@Mail.ru
460,https://lamansh.ru,"('74952087844', '74957753831', '74963158166', '77988127894', '79259137279', '79264030340', '84959919181')",Rating@Mail.ru
461,https://lampo.spb.ru,"('78125664956',)",
462,https://land-aspect.ru,"('78123315121',)",info@land-aspect.ru
463,https://lavors.ru,"('83472009532',)",sale@lavors.ru
464,https://lavrova.domvluge.ru,"('79095864990',)",lavrova.luga@gmail.com
465,https://lazoordom.ru,"('79219466060', '85659368805')",
466,https://legenda-dom.ru,"('78126770000', '81642777060', '81642777137')",test@test.ru
467,https://leningrad.life,"('88126027533',)",
468,https://lenstroymonolit.com,"('88007773311', '88127773311')",office@lenstroymonolit.com
469,https://leo-development.ru,"('74232909070',)",leodevelopment.vl@gmail.com
470,https://lesnayagavan.ru,"('79219131918', '79602383702')",
471,https://letovestbaltstroj.ru,"('4012777150',)",
472,https://levoberezhe.ru,"('78632043491', '88632043589')",
473,https://lider-city.ru,"('74967224181',)",lider-city@rambler.ru
474,https://lidersochi.com,"('84878565462', '88002508840', '88002508841')",
475,https://lidgroup.ru,"('88003330078', '88123360336')",
476,https://life-loft.ru,"('79250904877',)",life-loft@yandex.ru
477,https://ligo.group,"('88005000941',)",
478,https://ligovsky289.ru,"('0190226', '0230112')",
479,https://likado.ru,"('79048270342', '79131473723')",sales@likado.ru
480,https://line.msk.ru,"('84951428310',)",
481,https://linkorestate.ru,,
482,https://lipkin.pro,"('79216424342',)",
483,https://lira-stroy.ru,"('4012669412',)",lirastroi@mail.ru
484,https://listgroup.ru,"('81058605318',)",stroitelstvo@list.ru
485,https://litvinovo-park.ru,"('79167098080',)",
486,https://lnspb.ru,,
487,https://loftfm.ru,"('74957716523', '79324316078')",callcenter@coldy.ru
488,https://logisticspartners.ru,"('74952499034', '81620913636', '81895780263', '82412147521', '82953637321')",info@logisticspartners.ru
489,https://lookme.icu,,
490,https://losostrov.ru,"('74996852240',)",info@losostrov.ru
491,https://lpark.su,"('74959745926', '79999999999')",info@lpark.su
492,https://lumierevillage.ru,"('77861057334', '79575805289')",info@lumierevillage.ru
493,https://luxdom34.ru,"('79275102764', '79275292087', '79375640274')",luxdom34@mail.ru
494,https://m.youtube.com,"('81642778370', '88800000000')",
495,https://m2d.ru,"('79182401111', '79280350543', '79282056087', '79282056349', '79282056854', '79282056938')",m4@m2d.ru
496,https://m3estate.ru,"('70626083726',)",
497,https://magistrat-don.ru,"('78633100255', '78633100368')",info@magistrat-don.ru
498,https://magkvartir.ru,"('4812408804',)",SmolKvartira@yandex.ru
499,https://magmasimbirsk.ru,"('8422214339', '8422706706')",info@magmasimbirsk.ru
500,https://magnitostroy.su,"('3519438155', '3519438170')",
501,https://mainstreet72.com,"('73452515661',)",mainstreet72@yandex.ru
502,https://mairta.com,,
503,https://malahit-ku.ru,"('79045468002', '79193634741', '79193634907', '79521374530', '79991112222', '81485596517')",example@site.com
504,https://malinaproperty.ru,"('74953749077', '77460019620')",
505,https://master-ned.ru,,
506,https://masterplace.spb.ru,"('76030481556', '78123315000', '78295695029', '88123315000')",
507,https://mdsk.org,"('89106480520',)",mdsk_t@mail.ru
508,https://meaz.ru,"('74957093310', '79999999999')",arenda@meaz.ru
509,https://mednoe2.honka.ru,"('78123205060',)",
510,https://medovoe.com,"('78123274411',)",
511,https://megapol.ru,"('88005055885',)",
512,https://megapolis-d.ru,"('79254834447', '89254834447')",
513,https://megapolisaksay.jimdo.com,"('87762442792',)",megapolisaksay@mail.ru
514,https://mental-plus.ru,"('79999999999', '81640103837', '83912191710', '83912199989', '86616117830', '89649894707')",sales@mental-plus.ru
515,https://merkuri.homecrm.ru,,
516,https://metchelstroy.ru,"('73517352372', '75656949144', '76336739364', '78374999999', '78775000000', '79083321395', '83517202000')",fancybox_sprite@2x.png
517,https://metodmittlaidera.ru,"('79190794362',)",shabatinainna@gmail.com
518,https://metriks.ru,"('70060150480', '77894890010', '78002229092', '78612058882', '78612900127', '78612999093', '78948900100', '88002229092')",
519,https://metrumgroup.ru,"('79038938222', '79529970808')",
520,https://mezhevanie76.ru,"('89201154275',)",mupzemustroi@yandex.ru
521,https://mfcbti.ru,"('88003023342',)",help@mfcbti.ru
522,https://mfk-vita.ru,"('74732280400',)",arenda-vita@mfk-vita.ru
523,https://mgfabakan.ru,"('3902202171', '3902202172', '3902202409')",
524,https://mgsn.pro,"('9891107',)",
525,https://mian01.ru,"('89530924857', '89884833623')",
526,https://michurinec.org,"('79854690036', '79854690037')",pravlenie@michurinec.org
527,https://miel.ru,"('74957773377', '74957776264', '88005001990')",pr@miel.ru.
528,https://mihalkovo-park.ru,"('74959333535',)",info@mihalkovo-park.ru
529,https://milan-ufa.ru,"('89273393030',)",
530,https://milino.ru,"('73335000056', '89190014030')",kpmilino@mail.ru
531,https://milpark.ru,"('0211009', '0211010', '0211011', '0211017', '0211018', '0211019', '0211020')",
532,https://minilahti.ru,"('0171107', '6276037')",doma.malinovka@yandex.ru
533,https://miraderevnya.ru,"('73832632228',)",info@miraderevnya.ru
534,https://mirchita.ru,"('79144950440', '79144960440')",info@mirchita.ru
535,https://mitte.ru,,
536,https://mjk-stroi.ru,,
537,https://mkp-uks.ru,"('4012391717', '4012777747', '4012971283')",
538,https://mkr-respublika.ru,"('73472461406',)",
539,https://mo68.legenda-dom.ru,"('72253294869', '72307240276', '74999077442', '75041449375', '77207099145', '77279170692', '78126770000', '78342243340', '79284987185', '80505206690', '81642780440', '82063435612', '82070719558', '83819942144', '83848652697', '84534245415', '85537788743', '85573843074', '86196491162', '87679602677', '88426020500')",clients@legenda-dom.ru
540,https://mobti.ru,"('74985688888',)",mobti@mosreg.ru
541,https://molrealty.ru,"('73512160522', '76916556728')",arenda@invest174.ru
542,https://monolit-holding.ru,"('73912749797', '73912749798', '73912749799', '87221139286')",
543,https://monolit.gethome.ru,"('72440944881', '74951200756', '75540190146', '77089783281', '77777777777')",site@gethome.ru
544,https://morojenoe.ru,"('3843723671',)",
545,https://morozovo-uezd.ru,"('79686880098',)",
546,https://mos-rosha.ru,"('0171107',)",mos-rosha@rambler.ru
547,https://mosgeoproect.ru,"('74995530418', '83333333333')",mosgeoproect@yandex.ru
548,https://mosm.ru,"('74959174562', '74959179587')",info@mosm.ru
549,https://mospromstroy.com,"('84959098113',)",mspr@mospromstroy.com
550,https://mountainq.ru,"('78622795982',)",info@mountainq.ru
551,https://mozhaiskoe-razdole.ru,"('74955323316', '88002220288')",info@mozhaiskoe-razdole.ru
552,https://mrqz.me,,
553,https://ms11.ru,"('3452540300',)",
554,https://msk-development.ru,"('72581966712', '73732358811', '78007777577', '82273121413')",secretary@msk-development.ru
555,https://msk.etalon-gk.ru,"('74951865612', '74952296827', '74952296828', '88002346911')",secr-mo@etalongroup.com
556,https://msk.vladis.ru,"('70281010100', '81282997131', '87746854613')",
557,https://msksever.ru,"('74955324646',)",info@msksever.ru
558,https://my.com,,
559,https://my.mail.ru,,Мир@Mail.Ru
560,https://myland25.ru,"('74232492239', '79089732900')",partner@myland25.ru
561,https://n-kv.ru,"('79626223350',)",n-kvs@yandex.ru
562,https://n-land.ru,"('74951208078', '74951546021')",sale@n-land.ru
563,https://naidy.com,"('3412539149',)",
564,https://nakrasnom.ru,"('2174422',)",2174422@mail.ru
565,https://nalchik.e-strana.com,"('9062376627',)",39est@mail.ru
566,https://nalichnienalichnie.ru,"('78003331771', '88002000010', '88003331771')",info@nalichnienalichnie.ru
567,https://nashdvor.ru,"('79859994567',)",
568,https://nashgorod-ug.ru,"('78612748862', '78612749022', '78612749107', '78612770707', '79184478101', '88612620787', '88612749022', '89186963992')",elmira_166@mail.ru
569,https://nasledie.house,"('78126226530', '88126281530')",
570,https://nasledie26.ru,"('78652438009', '82411061212')",kvartal_leta@nasledie26.ru
571,https://navigator.amo.ru,"('78123132564',)",info@amo.ru
572,https://nazarov-partners.com,"('77004000740', '79039981195', '79095318072', '79130670457', '79133957010', '79134557878', '79134612561', '79139124636', '79139224858', '79231115997', '79231864264', '79237017325', '79612294080')",np@nazarov-partners.com
573,https://ndv.ms11.ru,"('3452540540',)",om@ms11.ru
574,https://nedvizhimost-korolev.ru,"('74957770399', '74986786122', '79663877797')",info@nedvizhimost-korolev.ru
575,https://neftestroy.ru,"('82310017184', '88612592066', '88612592088', '89892817064', '89892817115', '89892818395')",
576,https://negresco.su,"('74959891775', '84951800484')",info@negresco.su
577,https://nemch.ru,"('74951511334',)",
578,https://neometria.ru,"('70317287017', '74703622672', '74724995780', '78007774093', '78463305218', '78941251935', '79673000472', '81658964184', '88007751793')",
579,https://nevscom.ru,"('72019064133', '75465396711', '78123207851', '86389814666', '86866417777', '87729999999', '88624825839')",ig-badge-sprite-48@2x.png
